invoiceno,unitprice,ordervalue,quantity,country,invoicedate,invoicetime,year_month,major_category,minor_category,description,year,month,hour,time_of_day
574104,4.95,39.6,8,France,2011-11-03,0 days 10:45:00,2011-11,Garden,Turf,JUMBO BAG DOLLY GIRL DESIGN,2011,11,10,Morning
552631,0.42,10.08,24,France,2011-05-10,0 days 12:55:00,2011-05,Garden,Turf,RED RETROSPOT PUDDING BOWL,2011,5,12,Afternoon
554940,2.1,25.2,12,France,2011-05-27,0 days 13:49:00,2011-05,Garden,Rakes,PACK OF 20 SPACEBOY NAPKINS,2011,5,13,Afternoon
581587,4.15,16.6,4,France,2011-12-09,0 days 12:50:00,2011-12,Garden,Hoses,DOTCOM POSTAGE,2011,12,12,Afternoon
541567,0.85,8.5,10,France,2011-01-19,0 days 11:51:00,2011-01,Kitchen,Coasters,WRAP ENGLISH ROSE,2011,1,11,Morning
540365,0.85,20.4,24,France,2011-01-06,0 days 16:12:00,2011-01,Clothes,Shoes,WOOD STAMP SET THANK YOU,2011,1,16,Afternoon
570724,1.25,15.0,12,France,2011-10-12,0 days 11:22:00,2011-10,Garden,Hoses,GREEN POLKADOT BOWL,2011,10,11,Morning
579345,4.95,14.85,3,France,2011-11-29,0 days 11:46:00,2011-11,Garden,Seeds,TOY TIDY SPACEBOY,2011,11,11,Morning
565854,4.15,33.2,8,France,2011-09-07,0 days 13:22:00,2011-09,Kitchen,Bowls,RED RETROSPOT CHILDRENS UMBRELLA,2011,9,13,Afternoon
574093,2.1,12.6,6,France,2011-11-03,0 days 09:43:00,2011-11,Garden,Hoses,PACK OF 60 SPACEBOY CAKE CASES,2011,11,9,Morning
544069,2.95,17.7,6,France,2011-02-15,0 days 14:17:00,2011-02,Clothes,Shoes,ROUND SNACK BOXES SET OF4 WOODLAND,2011,2,14,Afternoon
564897,1.79,515.52,288,France,2011-08-31,0 days 11:22:00,2011-08,Garden,Turf,12 PENCILS TALL TUBE SKULLS,2011,8,11,Morning
565930,1.25,20.0,16,France,2011-09-08,0 days 10:32:00,2011-09,Kitchen,Cutlery,RED RETROSPOT CAKE STAND,2011,9,10,Morning
542629,2.1,25.2,12,France,2011-01-31,0 days 09:57:00,2011-01,Kitchen,Coasters,ICE CREAM SUNDAE LIP GLOSS,2011,1,9,Morning
551544,0.85,20.4,24,France,2011-05-03,0 days 09:33:00,2011-05,Kitchen,Cooking Knives,PINK PARTY BAGS,2011,5,9,Morning
539727,18.0,18.0,1,France,2010-12-21,0 days 14:26:00,2010-12,Household,Rugs,LARGE HEART MEASURING SPOONS,2010,12,14,Afternoon
566115,0.42,5.04,12,France,2011-09-09,0 days 10:51:00,2011-09,Clothes,Hats,MINI PAINT SET VINTAGE,2011,9,10,Morning
547194,1.65,4.95,3,France,2011-03-21,0 days 12:42:00,2011-03,Kitchen,Coasters,RED RETROSPOT OVEN GLOVE,2011,3,12,Afternoon
559704,18.0,72.0,4,France,2011-07-12,0 days 09:54:00,2011-07,Kitchen,Bowls,PACK OF 72 SKULL CAKE CASES,2011,7,9,Morning
568040,0.85,8.5,10,France,2011-09-23,0 days 12:09:00,2011-09,Kitchen,Cutlery,SMALL HEART MEASURING SPOONS,2011,9,12,Afternoon
563926,0.29,13.92,48,France,2011-08-21,0 days 14:42:00,2011-08,Garden,Hoses,CLASSIC FRENCH STYLE BASKET NATURAL,2011,8,14,Afternoon
556526,4.15,33.2,8,France,2011-06-13,0 days 11:33:00,2011-06,Kitchen,Cooking Knives,CHILDRENS APRON SPACEBOY DESIGN,2011,6,11,Morning
573891,5.95,35.7,6,France,2011-11-01,0 days 13:56:00,2011-11,Garden,Hoses,CHARLOTTE BAG PINK POLKADOT,2011,11,13,Afternoon
547492,1.25,30.0,24,France,2011-03-23,0 days 12:06:00,2011-03,Garden,Seeds,RED RETROSPOT CHARLOTTE BAG,2011,3,12,Afternoon
547194,4.95,14.85,3,France,2011-03-21,0 days 12:42:00,2011-03,Clothes,Hats,WATERING CAN GREEN DINOSAUR,2011,3,12,Afternoon
567552,0.82,8.2,10,France,2011-09-21,0 days 10:40:00,2011-09,Garden,Rakes,LUNCH BAG SPACEBOY DESIGN,2011,9,10,Morning
574501,0.12,0.36,3,France,2011-11-04,0 days 13:15:00,2011-11,Garden,Seeds,MEASURING TAPE BABUSHKA BLUE,2011,11,13,Afternoon
547504,2.1,75.6,36,France,2011-03-23,0 days 13:33:00,2011-03,Clothes,Tops,POSTAGE,2011,3,13,Afternoon
574252,8.5,17.0,2,France,2011-11-03,0 days 13:24:00,2011-11,Kitchen,Scales,SET/2 RED RETROSPOT TEA TOWELS,2011,11,13,Afternoon
575629,0.83,9.96,12,France,2011-11-10,0 days 13:34:00,2011-11,Household,Curtains,MIRRORED WALL ART POPPIES,2011,11,13,Afternoon
547194,0.42,0.42,1,France,2011-03-21,0 days 12:42:00,2011-03,Garden,Turf,LUNCH BAG SPACEBOY DESIGN,2011,3,12,Afternoon
551539,0.85,40.8,48,France,2011-05-03,0 days 08:40:00,2011-05,Kitchen,Scales,BLUE 3 PIECE POLKADOT CUTLERY SET,2011,5,8,Morning
547892,1.65,16.5,10,France,2011-03-28,0 days 10:15:00,2011-03,Clothes,Tops,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,3,10,Morning
542535,8.95,44.75,5,France,2011-01-28,0 days 13:37:00,2011-01,Household,Lamps,ROUND SNACK BOXES SET OF4 WOODLAND,2011,1,13,Afternoon
548737,2.55,15.3,6,France,2011-04-04,0 days 11:18:00,2011-04,Kitchen,Bowls,RECYCLED ACAPULCO MAT GREEN,2011,4,11,Morning
576672,1.65,49.5,30,France,2011-11-16,0 days 11:59:00,2011-11,Household,Rugs,RED RETROSPOT CUP,2011,11,11,Morning
556463,0.19,68.4,360,France,2011-06-12,0 days 10:47:00,2011-06,Garden,Hoses,36 PENCILS TUBE WOODLAND,2011,6,10,Morning
540178,0.42,5.04,12,France,2011-01-05,0 days 12:42:00,2011-01,Household,Rugs,PACK OF 60 MUSHROOM CAKE CASES,2011,1,12,Afternoon
563926,1.25,12.5,10,France,2011-08-21,0 days 14:42:00,2011-08,Clothes,Hats,RETROSPOT HEART HOT WATER BOTTLE,2011,8,14,Afternoon
577344,18.0,18.0,1,France,2011-11-18,0 days 15:14:00,2011-11,Kitchen,Bowls,BLUE POLKADOT CUP,2011,11,15,Afternoon
562275,1.25,10.0,8,France,2011-08-04,0 days 10:04:00,2011-08,Household,Curtains,RED RETROSPOT BOWL,2011,8,10,Morning
566256,0.39,4.68,12,France,2011-09-11,0 days 12:27:00,2011-09,Garden,Rakes,JUMBO BAG ALPHABET,2011,9,12,Afternoon
541631,2.1,25.2,12,France,2011-01-20,0 days 10:47:00,2011-01,Garden,Seeds,HOMEMADE JAM SCENTED CANDLES,2011,1,10,Morning
542629,2.55,30.6,12,France,2011-01-31,0 days 09:57:00,2011-01,Clothes,Tops,BROWN CHECK CAT DOORSTOP,2011,1,9,Morning
559704,1.25,10.0,8,France,2011-07-12,0 days 09:54:00,2011-07,Kitchen,Cutlery,GLASS JAR DIGESTIVE BISCUITS,2011,7,9,Morning
548496,0.85,20.4,24,France,2011-03-31,0 days 13:40:00,2011-03,Clothes,Hats,JUMBO BAG DOILEY PATTERNS,2011,3,13,Afternoon
553577,2.55,30.6,12,France,2011-05-18,0 days 10:34:00,2011-05,Garden,Rakes,ROSES REGENCY TEACUP AND SAUCER,2011,5,10,Morning
539050,1.25,1.25,1,France,2010-12-15,0 days 16:21:00,2010-12,Kitchen,Cutlery,ANTIQUE SILVER TEA GLASS ENGRAVED,2010,12,16,Afternoon
579708,1.65,16.5,10,France,2011-11-30,0 days 14:16:00,2011-11,Household,Lamps,RETRO MOD TRAY,2011,11,14,Afternoon
552826,7.95,15.9,2,France,2011-05-11,0 days 13:20:00,2011-05,Clothes,Hats,JUMBO BAG DOLLY GIRL DESIGN,2011,5,13,Afternoon
567618,2.08,20.8,10,France,2011-09-21,0 days 12:26:00,2011-09,Household,Curtains,RED RETROSPOT PUDDING BOWL,2011,9,12,Afternoon
556816,0.85,17.0,20,France,2011-06-15,0 days 09:01:00,2011-06,Kitchen,Coasters,PACK OF 20 SPACEBOY NAPKINS,2011,6,9,Morning
569699,1.25,2.5,2,France,2011-10-05,0 days 15:52:00,2011-10,Kitchen,Coasters,DOTCOM POSTAGE,2011,10,15,Afternoon
564670,1.65,19.8,12,France,2011-08-26,0 days 15:44:00,2011-08,Household,Chairs,WRAP ENGLISH ROSE,2011,8,15,Afternoon
555096,2.08,20.8,10,France,2011-05-31,0 days 13:32:00,2011-05,Kitchen,Cutlery,WOOD STAMP SET THANK YOU,2011,5,13,Afternoon
540239,1.25,15.0,12,France,2011-01-05,0 days 14:48:00,2011-01,Kitchen,Scales,GREEN POLKADOT BOWL,2011,1,14,Afternoon
567910,18.0,18.0,1,France,2011-09-22,0 days 16:58:00,2011-09,Garden,Seeds,TOY TIDY SPACEBOY,2011,9,16,Afternoon
580986,0.21,5.04,24,France,2011-12-06,0 days 16:34:00,2011-12,Garden,Rakes,RED RETROSPOT CHILDRENS UMBRELLA,2011,12,16,Afternoon
538093,1.65,19.8,12,France,2010-12-09,0 days 14:49:00,2010-12,Clothes,Tops,PACK OF 60 SPACEBOY CAKE CASES,2010,12,14,Afternoon
538093,0.85,10.2,12,France,2010-12-09,0 days 14:49:00,2010-12,Household,Lamps,ROUND SNACK BOXES SET OF4 WOODLAND,2010,12,14,Afternoon
578541,6.75,13.5,2,France,2011-11-24,0 days 15:01:00,2011-11,Garden,Rakes,12 PENCILS TALL TUBE SKULLS,2011,11,15,Afternoon
579792,1.25,10.0,8,France,2011-11-30,0 days 15:43:00,2011-11,Household,Curtains,RED RETROSPOT CAKE STAND,2011,11,15,Afternoon
576941,2.08,20.8,10,France,2011-11-17,0 days 11:34:00,2011-11,Garden,Rakes,ICE CREAM SUNDAE LIP GLOSS,2011,11,11,Morning
560398,6.75,67.5,10,France,2011-07-18,0 days 14:10:00,2011-07,Household,Rugs,PINK PARTY BAGS,2011,7,14,Afternoon
547892,3.75,15.0,4,France,2011-03-28,0 days 10:15:00,2011-03,Clothes,Hats,LARGE HEART MEASURING SPOONS,2011,3,10,Morning
546373,0.65,15.6,24,France,2011-03-11,0 days 12:00:00,2011-03,Kitchen,Plates,MINI PAINT SET VINTAGE,2011,3,12,Afternoon
555531,1.95,163.8,84,France,2011-06-05,0 days 11:53:00,2011-06,Garden,Hoses,RED RETROSPOT OVEN GLOVE,2011,6,11,Morning
580705,4.15,16.6,4,France,2011-12-05,0 days 16:28:00,2011-12,Household,Chairs,GYMKHANA TREASURE BOOK BOX,2011,12,16,Afternoon
568953,0.85,40.8,48,France,2011-09-29,0 days 15:31:00,2011-09,Household,Rugs,SET OF 5 LUCKY CAT MAGNETS,2011,9,15,Afternoon
573153,2.55,244.8,96,France,2011-10-28,0 days 07:39:00,2011-10,Clothes,Tops,6 GIFT TAGS VINTAGE CHRISTMAS,2011,10,7,Morning
544355,0.65,7.8,12,France,2011-02-18,0 days 10:53:00,2011-02,Garden,Hoses,RED HEART SHAPE LOVE BUCKET,2011,2,10,Morning
553843,4.15,16.6,4,France,2011-05-19,0 days 12:29:00,2011-05,Household,Lamps,JUNGLE POPSICLES ICE LOLLY MOULDS,2011,5,12,Afternoon
561795,3.25,19.5,6,France,2011-07-29,0 days 13:28:00,2011-07,Clothes,Tops,BASKET OF TOADSTOOLS,2011,7,13,Afternoon
545051,18.0,18.0,1,France,2011-02-27,0 days 11:58:00,2011-02,Household,Lamps,SMALL POPCORN HOLDER,2011,2,11,Morning
561795,0.42,10.5,25,France,2011-07-29,0 days 13:28:00,2011-07,Clothes,Hats,CARDHOLDER GINGHAM CHRISTMAS TREE,2011,7,13,Afternoon
552851,0.42,5.04,12,France,2011-05-11,0 days 15:07:00,2011-05,Household,Chairs,JUMBO STORAGE BAG SUKI,2011,5,15,Afternoon
579345,18.0,72.0,4,France,2011-11-29,0 days 11:46:00,2011-11,Household,Lamps,5 HOOK HANGER RED MAGIC TOADSTOOL,2011,11,11,Morning
580160,0.42,8.4,20,France,2011-12-02,0 days 10:47:00,2011-12,Clothes,Hats,PINK REGENCY TEACUP AND SAUCER,2011,12,10,Morning
556924,1.95,46.8,24,France,2011-06-15,0 days 14:14:00,2011-06,Household,Lamps,WHITE HEART CONFETTI IN TUBE,2011,6,14,Afternoon
543484,1.95,19.5,10,France,2011-02-09,0 days 10:11:00,2011-02,Garden,Hoses,ALARM CLOCK BAKELIKE RED,2011,2,10,Morning
566163,3.75,30.0,8,France,2011-09-09,0 days 11:48:00,2011-09,Garden,Seeds,LUNCH BAG SUKI  DESIGN,2011,9,11,Morning
547892,1.65,19.8,12,France,2011-03-28,0 days 10:15:00,2011-03,Clothes,Tops,TRADITIONAL WOODEN SKIPPING ROPE,2011,3,10,Morning
555547,2.55,15.3,6,France,2011-06-05,0 days 13:13:00,2011-06,Clothes,Shoes,DOORMAT UNION FLAG,2011,6,13,Afternoon
564479,1.65,19.8,12,France,2011-08-25,0 days 13:12:00,2011-08,Clothes,Shoes,UNION STRIPE WITH FRINGE  HAMMOCK,2011,8,13,Afternoon
551539,0.85,17.0,20,France,2011-05-03,0 days 08:40:00,2011-05,Clothes,Hats,SPOTTY BUNTING,2011,5,8,Morning
555569,2.95,17.7,6,France,2011-06-05,0 days 15:29:00,2011-06,Kitchen,Cooking Knives,MODERN FLORAL STATIONERY SET,2011,6,15,Afternoon
550661,3.75,15.0,4,France,2011-04-20,0 days 09:20:00,2011-04,Clothes,Tops,ASSORTED COLOUR MINI CASES,2011,4,9,Morning
540976,2.95,17.7,6,France,2011-01-12,0 days 15:00:00,2011-01,Kitchen,Plates,RED SPOTTY BISCUIT TIN,2011,1,15,Afternoon
564531,0.42,5.04,12,France,2011-08-25,0 days 15:04:00,2011-08,Garden,Rakes,SET OF 6 TEA TIME BAKING CASES,2011,8,15,Afternoon
576672,0.85,51.0,60,France,2011-11-16,0 days 11:59:00,2011-11,Kitchen,Cutlery,DOLLY HONEYCOMB GARLAND,2011,11,11,Morning
580986,0.39,4.68,12,France,2011-12-06,0 days 16:34:00,2011-12,Garden,Turf,VINTAGE CHRISTMAS STOCKING,2011,12,16,Afternoon
570724,11.95,23.9,2,France,2011-10-12,0 days 11:22:00,2011-10,Clothes,Shoes,SQUARECUSHION COVER PINK UNION FLAG,2011,10,11,Morning
561040,2.95,17.7,6,Australia,2011-07-24,0 days 12:05:00,2011-07,Household,Lamps,WRAP ALPHABET DESIGN,2011,7,12,Afternoon
568695,1.65,39.6,24,Australia,2011-09-28,0 days 14:55:00,2011-09,Garden,Seeds,BLUE POLKADOT PLATE,2011,9,14,Afternoon
569650,3.39,169.5,50,Australia,2011-10-05,0 days 12:44:00,2011-10,Household,Curtains,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2011,10,12,Afternoon
540700,1.65,16.5,10,Australia,2011-01-11,0 days 09:47:00,2011-01,Garden,Rakes,FAIRY TALE COTTAGE NIGHT LIGHT,2011,1,9,Morning
565146,1.45,208.8,144,Australia,2011-09-01,0 days 13:51:00,2011-09,Kitchen,Scales,MINI PAINT SET VINTAGE,2011,9,13,Afternoon
554126,6.75,67.5,10,Australia,2011-05-23,0 days 09:14:00,2011-05,Kitchen,Plates,STORAGE TIN VINTAGE DOILY,2011,5,9,Morning
567085,7.95,15.9,2,Australia,2011-09-16,0 days 12:38:00,2011-09,Garden,Rakes,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,9,12,Afternoon
567085,4.95,14.85,3,Australia,2011-09-16,0 days 12:38:00,2011-09,Clothes,Shoes,REGENCY MILK JUG PINK,2011,9,12,Afternoon
556917,1.25,90.0,72,Australia,2011-06-15,0 days 13:37:00,2011-06,Household,Curtains,CARD CIRCUS PARADE,2011,6,13,Afternoon
547659,7.95,15.9,2,Australia,2011-03-24,0 days 13:05:00,2011-03,Household,Lamps,REGENCY SUGAR BOWL GREEN,2011,3,13,Afternoon
543989,3.25,312.0,96,Australia,2011-02-15,0 days 09:52:00,2011-02,Household,Rugs,SMALL HEART MEASURING SPOONS,2011,2,9,Morning
559919,1.04,399.36,384,Australia,2011-07-13,0 days 15:30:00,2011-07,Kitchen,Cutlery,CLASSIC FRENCH STYLE BASKET NATURAL,2011,7,15,Afternoon
567085,1.65,19.8,12,Australia,2011-09-16,0 days 12:38:00,2011-09,Kitchen,Plates,CHILDRENS APRON SPACEBOY DESIGN,2011,9,12,Afternoon
560033,2.55,30.6,12,Australia,2011-07-14,0 days 13:28:00,2011-07,Clothes,Tops,CHARLOTTE BAG PINK POLKADOT,2011,7,13,Afternoon
545065,6.75,27.0,4,Australia,2011-02-27,0 days 14:43:00,2011-02,Household,Rugs,RED RETROSPOT CHARLOTTE BAG,2011,2,14,Afternoon
543989,0.34,68.0,200,Australia,2011-02-15,0 days 09:52:00,2011-02,Clothes,Shoes,WATERING CAN GREEN DINOSAUR,2011,2,9,Morning
545475,1.45,139.2,96,Australia,2011-03-03,0 days 10:59:00,2011-03,Clothes,Shoes,LUNCH BAG SPACEBOY DESIGN,2011,3,10,Morning
553546,0.38,36.48,96,Australia,2011-05-17,0 days 15:42:00,2011-05,Household,Curtains,MEASURING TAPE BABUSHKA BLUE,2011,5,15,Afternoon
576394,1.65,158.4,96,Australia,2011-11-15,0 days 10:32:00,2011-11,Kitchen,Scales,POSTAGE,2011,11,10,Morning
565145,0.55,633.6,1152,Australia,2011-09-01,0 days 13:50:00,2011-09,Garden,Seeds,SET/2 RED RETROSPOT TEA TOWELS,2011,9,13,Afternoon
568145,2.89,52.02,18,Australia,2011-09-25,0 days 11:30:00,2011-09,Clothes,Hats,MIRRORED WALL ART POPPIES,2011,9,11,Morning
545475,4.25,510.0,120,Australia,2011-03-03,0 days 10:59:00,2011-03,Kitchen,Bowls,LUNCH BAG SPACEBOY DESIGN,2011,3,10,Morning
560473,3.25,13.0,4,Australia,2011-07-19,0 days 10:42:00,2011-07,Kitchen,Bowls,BLUE 3 PIECE POLKADOT CUTLERY SET,2011,7,10,Morning
543989,0.36,51.84,144,Australia,2011-02-15,0 days 09:52:00,2011-02,Kitchen,Coasters,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,2,9,Morning
560473,4.15,16.6,4,Australia,2011-07-19,0 days 10:42:00,2011-07,Household,Chairs,ROUND SNACK BOXES SET OF4 WOODLAND,2011,7,10,Morning
569722,2.08,41.6,20,Australia,2011-10-06,0 days 09:31:00,2011-10,Household,Rugs,APPLE BATH SPONGE,2011,10,9,Morning
563614,1.65,237.6,144,Australia,2011-08-18,0 days 08:51:00,2011-08,Kitchen,Scales,RECYCLED ACAPULCO MAT GREEN,2011,8,8,Morning
553546,1.45,69.6,48,Australia,2011-05-17,0 days 15:42:00,2011-05,Household,Lamps,RED RETROSPOT CUP,2011,5,15,Afternoon
543376,2.95,53.1,18,Australia,2011-02-07,0 days 15:10:00,2011-02,Garden,Hoses,36 PENCILS TUBE WOODLAND,2011,2,15,Afternoon
576394,0.72,69.12,96,Australia,2011-11-15,0 days 10:32:00,2011-11,Clothes,Shoes,PACK OF 60 MUSHROOM CAKE CASES,2011,11,10,Morning
556917,0.34,136.0,400,Australia,2011-06-15,0 days 13:37:00,2011-06,Kitchen,Bowls,RETROSPOT HEART HOT WATER BOTTLE,2011,6,13,Afternoon
540267,3.39,271.2,80,Australia,2011-01-06,0 days 11:12:00,2011-01,Household,Lamps,BLUE POLKADOT CUP,2011,1,11,Morning
569723,2.08,20.8,10,Australia,2011-10-06,0 days 09:32:00,2011-10,Garden,Seeds,RED RETROSPOT BOWL,2011,10,9,Morning
578459,0.19,18.24,96,Australia,2011-11-24,0 days 12:30:00,2011-11,Garden,Rakes,JUMBO BAG ALPHABET,2011,11,12,Afternoon
556917,1.25,120.0,96,Australia,2011-06-15,0 days 13:37:00,2011-06,Kitchen,Cooking Knives,HOMEMADE JAM SCENTED CANDLES,2011,6,13,Afternoon
539419,2.95,147.5,50,Australia,2010-12-17,0 days 14:10:00,2010-12,Kitchen,Bowls,BROWN CHECK CAT DOORSTOP,2010,12,14,Afternoon
547659,5.95,47.6,8,Australia,2011-03-24,0 days 13:05:00,2011-03,Kitchen,Cutlery,GLASS JAR DIGESTIVE BISCUITS,2011,3,13,Afternoon
563179,1.65,16.5,10,Australia,2011-08-12,0 days 14:19:00,2011-08,Kitchen,Cutlery,JUMBO BAG DOILEY PATTERNS,2011,8,14,Afternoon
545475,0.36,51.84,144,Australia,2011-03-03,0 days 10:59:00,2011-03,Garden,Seeds,ROSES REGENCY TEACUP AND SAUCER,2011,3,10,Morning
553546,1.65,237.6,144,Australia,2011-05-17,0 days 15:42:00,2011-05,Clothes,Hats,ANTIQUE SILVER TEA GLASS ENGRAVED,2011,5,15,Afternoon
563614,1.04,124.8,120,Australia,2011-08-18,0 days 08:51:00,2011-08,Household,Rugs,RETRO MOD TRAY,2011,8,8,Morning
545475,3.39,488.16,144,Australia,2011-03-03,0 days 10:59:00,2011-03,Clothes,Hats,JUMBO BAG DOLLY GIRL DESIGN,2011,3,10,Morning
568708,1.95,23.4,12,Australia,2011-09-28,0 days 15:41:00,2011-09,Clothes,Tops,RED RETROSPOT PUDDING BOWL,2011,9,15,Afternoon
556917,1.85,222.0,120,Australia,2011-06-15,0 days 13:37:00,2011-06,Garden,Hoses,PACK OF 20 SPACEBOY NAPKINS,2011,6,13,Afternoon
556917,3.75,180.0,48,Australia,2011-06-15,0 days 13:37:00,2011-06,Household,Rugs,DOTCOM POSTAGE,2011,6,13,Afternoon
540267,0.37,44.4,120,Australia,2011-01-06,0 days 11:12:00,2011-01,Household,Curtains,WRAP ENGLISH ROSE,2011,1,11,Morning
545475,0.25,108.0,432,Australia,2011-03-03,0 days 10:59:00,2011-03,Clothes,Tops,WOOD STAMP SET THANK YOU,2011,3,10,Morning
553546,4.95,178.2,36,Australia,2011-05-17,0 days 15:42:00,2011-05,Kitchen,Plates,GREEN POLKADOT BOWL,2011,5,15,Afternoon
540267,1.45,139.2,96,Australia,2011-01-06,0 days 11:12:00,2011-01,Kitchen,Plates,TOY TIDY SPACEBOY,2011,1,11,Morning
563614,2.49,179.28,72,Australia,2011-08-18,0 days 08:51:00,2011-08,Kitchen,Plates,RED RETROSPOT CHILDRENS UMBRELLA,2011,8,8,Morning
553148,2.95,11.8,4,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Clothes,Shoes,PACK OF 60 SPACEBOY CAKE CASES,2011,5,14,Afternoon
553148,2.95,11.8,4,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Household,Rugs,ROUND SNACK BOXES SET OF4 WOODLAND,2011,5,14,Afternoon
553148,1.95,11.7,6,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Household,Rugs,12 PENCILS TALL TUBE SKULLS,2011,5,14,Afternoon
553148,5.95,17.85,3,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Garden,Rakes,RED RETROSPOT CAKE STAND,2011,5,14,Afternoon
571652,0.21,7.56,36,Hong Kong,2011-10-18,0 days 12:17:00,2011-10,Household,Rugs,ICE CREAM SUNDAE LIP GLOSS,2011,10,12,Afternoon
564087,4.15,99.6,24,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Kitchen,Cooking Knives,PINK PARTY BAGS,2011,8,9,Morning
549738,3.75,45.0,12,Hong Kong,2011-04-12,0 days 09:28:00,2011-04,Household,Lamps,LARGE HEART MEASURING SPOONS,2011,4,9,Morning
541975,1.65,59.4,36,Hong Kong,2011-01-24,0 days 14:24:00,2011-01,Garden,Rakes,MINI PAINT SET VINTAGE,2011,1,14,Afternoon
571652,3.75,15.0,4,Hong Kong,2011-10-18,0 days 12:17:00,2011-10,Household,Curtains,RED RETROSPOT OVEN GLOVE,2011,10,12,Afternoon
571652,4.95,14.85,3,Hong Kong,2011-10-18,0 days 12:17:00,2011-10,Kitchen,Bowls,PACK OF 72 SKULL CAKE CASES,2011,10,12,Afternoon
564087,8.25,66.0,8,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Kitchen,Cooking Knives,SMALL HEART MEASURING SPOONS,2011,8,9,Morning
571652,3.75,15.0,4,Hong Kong,2011-10-18,0 days 12:17:00,2011-10,Garden,Hoses,CLASSIC FRENCH STYLE BASKET NATURAL,2011,10,12,Afternoon
571652,0.42,10.08,24,Hong Kong,2011-10-18,0 days 12:17:00,2011-10,Clothes,Hats,CHILDRENS APRON SPACEBOY DESIGN,2011,10,12,Afternoon
564087,4.95,39.6,8,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Clothes,Hats,CHARLOTTE BAG PINK POLKADOT,2011,8,9,Morning
564087,1.25,20.0,16,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Household,Rugs,RED RETROSPOT CHARLOTTE BAG,2011,8,9,Morning
541975,2.1,52.5,25,Hong Kong,2011-01-24,0 days 14:24:00,2011-01,Clothes,Tops,WATERING CAN GREEN DINOSAUR,2011,1,14,Afternoon
541975,3.25,19.5,6,Hong Kong,2011-01-24,0 days 14:24:00,2011-01,Garden,Turf,LUNCH BAG SPACEBOY DESIGN,2011,1,14,Afternoon
553148,0.55,13.2,24,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Clothes,Shoes,MEASURING TAPE BABUSHKA BLUE,2011,5,14,Afternoon
541975,2.55,244.8,96,Hong Kong,2011-01-24,0 days 14:24:00,2011-01,Clothes,Tops,POSTAGE,2011,1,14,Afternoon
564087,0.85,10.2,12,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Garden,Turf,SET/2 RED RETROSPOT TEA TOWELS,2011,8,9,Morning
541975,10.95,43.8,4,Hong Kong,2011-01-24,0 days 14:24:00,2011-01,Clothes,Hats,MIRRORED WALL ART POPPIES,2011,1,14,Afternoon
571652,1.25,30.0,24,Hong Kong,2011-10-18,0 days 12:17:00,2011-10,Household,Lamps,LUNCH BAG SPACEBOY DESIGN,2011,10,12,Afternoon
553148,2.1,12.6,6,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Household,Curtains,BLUE 3 PIECE POLKADOT CUTLERY SET,2011,5,14,Afternoon
564087,1.65,19.8,12,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Garden,Hoses,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,8,9,Morning
573154,0.65,23.4,36,Hong Kong,2011-10-28,0 days 08:20:00,2011-10,Kitchen,Cutlery,ROUND SNACK BOXES SET OF4 WOODLAND,2011,10,8,Morning
564087,1.25,12.5,10,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Household,Curtains,RECYCLED ACAPULCO MAT GREEN,2011,8,9,Morning
553148,0.55,13.2,24,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Garden,Hoses,RED RETROSPOT CUP,2011,5,14,Afternoon
553148,0.85,10.2,12,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Kitchen,Scales,36 PENCILS TUBE WOODLAND,2011,5,14,Afternoon
553148,3.95,31.6,8,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Garden,Rakes,PACK OF 60 MUSHROOM CAKE CASES,2011,5,14,Afternoon
549738,1.95,15.6,8,Hong Kong,2011-04-12,0 days 09:28:00,2011-04,Clothes,Shoes,RETROSPOT HEART HOT WATER BOTTLE,2011,4,9,Morning
553148,0.85,8.5,10,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Kitchen,Coasters,BLUE POLKADOT CUP,2011,5,14,Afternoon
553148,0.85,8.5,10,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Clothes,Hats,RED RETROSPOT BOWL,2011,5,14,Afternoon
571652,1.95,11.7,6,Hong Kong,2011-10-18,0 days 12:17:00,2011-10,Clothes,Shoes,JUMBO BAG ALPHABET,2011,10,12,Afternoon
